iteration,isolation,commit_hint_first,thread_a_committed,thread_b_committed,thread_a_error,thread_b_error,invariant_ok,invariant_detail
267,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=e74dd142-bf53-4602-aae9-e3c6d0f9d61f, reason=kind_outranked -- payload={""value"": ""INFERRED_iter267"", ""writer"": ""kndb_native"", ""fact_id"": ""185ba9be-fe80-43e1-a258-cc98b5de315f"", ""provsql"": ""4159de50-d66b-49a6-ba7f-35b5dd6c7757"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:20.532304-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000267, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
268,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=b6049fc5-2140-460b-bcdc-c10eac9667fe, reason=kind_outranked -- payload={""value"": ""INFERRED_iter268"", ""writer"": ""kndb_native"", ""fact_id"": ""e833beb7-1bbf-4452-8db4-4c8fdb7140f6"", ""provsql"": ""dd7d9bbf-f2b3-4a83-afb8-e82bc6524ba1"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:20.542088-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000268, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
269,READ COMMITTED,A,1,1,,,1,
270,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=02797154-1204-4463-8297-b82a21658c77, reason=kind_outranked -- payload={""value"": ""INFERRED_iter270"", ""writer"": ""kndb_native"", ""fact_id"": ""2a891436-8d56-4a90-952f-abbf317438d4"", ""provsql"": ""b5ab030f-ac4c-4480-a7c6-91f6f57f4e3f"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:20.559951-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000270, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
271,READ COMMITTED,A,1,1,,,1,
272,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=4168db21-ebe8-42fb-8717-036f368a861f, reason=kind_outranked -- payload={""value"": ""INFERRED_iter272"", ""writer"": ""kndb_native"", ""fact_id"": ""27590ba8-7e62-4b87-9d59-c6156645cdc5"", ""provsql"": ""c388a781-8042-43e4-92c3-5484e89545bb"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:20.582355-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000272, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
273,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=3f7badf0-01c5-469d-8dc7-378d6dba1686, reason=kind_outranked -- payload={""value"": ""INFERRED_iter273"", ""writer"": ""kndb_native"", ""fact_id"": ""c7bcb268-c784-4b89-97ca-5bd11ed607dd"", ""provsql"": ""2a0af021-8ca7-4d6b-af13-6c4ed26f8c6f"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:20.592584-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000273, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
274,READ COMMITTED,A,1,1,,,1,
275,READ COMMITTED,A,1,1,,,1,
276,READ COMMITTED,A,1,1,,,1,
277,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=7a354a03-4718-49b8-a1b1-531d3bcfc4ad, reason=kind_outranked -- payload={""value"": ""INFERRED_iter277"", ""writer"": ""kndb_native"", ""fact_id"": ""b4588f0f-3000-45f2-b5f7-287d40be379e"", ""provsql"": ""8178f937-b16a-49a3-b5da-8ac5e2466ae5"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:20.634759-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000277, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
278,READ COMMITTED,A,1,1,,,1,
279,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=b9c40f62-1fdd-4614-af06-a168aad85358, reason=kind_outranked -- payload={""value"": ""INFERRED_iter279"", ""writer"": ""kndb_native"", ""fact_id"": ""9088a814-bf92-4ec8-8425-3809463b9869"", ""provsql"": ""67d271e9-709a-464f-a1cf-b691deb14fc6"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:20.671177-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000279, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
280,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=6dae5fdc-d59f-4038-ad7d-0787e328eb47, reason=kind_outranked -- payload={""value"": ""INFERRED_iter280"", ""writer"": ""kndb_native"", ""fact_id"": ""540c397c-506a-4c25-95b7-3c95a302b716"", ""provsql"": ""629dda74-d36b-4fb5-8db9-63bbc7fa9ea7"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:20.691495-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000280, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
281,READ COMMITTED,A,1,1,,,1,
282,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=94b5978b-90ae-475a-860b-64adf5819ed9, reason=kind_outranked -- payload={""value"": ""INFERRED_iter282"", ""writer"": ""kndb_native"", ""fact_id"": ""b95b3f09-d727-4f6d-be34-f1fbc8e66f9b"", ""provsql"": ""7fb7ffd9-45cf-496c-84af-b9282035e735"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:20.71242-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000282, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
283,READ COMMITTED,A,1,1,,,1,
284,READ COMMITTED,A,1,1,,,1,
285,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=d9c616da-629f-4e95-b456-bc8d51afaf05, reason=kind_outranked -- payload={""value"": ""INFERRED_iter285"", ""writer"": ""kndb_native"", ""fact_id"": ""5831cc63-e93c-4b89-a13b-08fd81072f5b"", ""provsql"": ""33bcc614-3789-4570-ba04-ae64364c6a6f"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:20.744781-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000285, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
286,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=90630deb-4d45-4132-aca4-319a2255ee55, reason=kind_outranked -- payload={""value"": ""INFERRED_iter286"", ""writer"": ""kndb_native"", ""fact_id"": ""ab4cbb88-af1f-4c59-b9cd-c46360d6a820"", ""provsql"": ""a1fca588-e309-4935-9047-f2d9f171e818"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:20.754378-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000286, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
287,READ COMMITTED,A,1,1,,,1,
288,READ COMMITTED,A,1,1,,,1,
289,READ COMMITTED,A,1,1,,,1,
290,READ COMMITTED,A,1,1,,,1,
291,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=6e780dff-91ff-424a-bf19-012bb7f022f6, reason=kind_outranked -- payload={""value"": ""INFERRED_iter291"", ""writer"": ""kndb_native"", ""fact_id"": ""33177eb8-77ac-41b5-b8ac-cf84a1279cb3"", ""provsql"": ""f831f721-71b0-4c65-85bf-fcfc9a0660e5"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:20.8065-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000291, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
292,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=f6c2491f-8662-460c-a89e-44bb858747f9, reason=kind_outranked -- payload={""value"": ""INFERRED_iter292"", ""writer"": ""kndb_native"", ""fact_id"": ""e62940e2-2fdc-4cdc-8d48-2685d885893b"", ""provsql"": ""6a8e8f32-aa8b-4186-bac4-02a943bc98a4"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:20.815513-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000292, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
293,READ COMMITTED,A,1,1,,,1,
294,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=fc427481-7b91-4a61-ba58-ac7a964fb5ae, reason=kind_outranked -- payload={""value"": ""INFERRED_iter294"", ""writer"": ""kndb_native"", ""fact_id"": ""6f8ade48-f13e-400e-a75a-aa33dbc5bb13"", ""provsql"": ""95e1f356-69d1-4e9d-a8fc-b75856f21d72"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:20.836031-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000294, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
295,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=96f6c299-512f-4581-8e11-07785caa2622, reason=kind_outranked -- payload={""value"": ""INFERRED_iter295"", ""writer"": ""kndb_native"", ""fact_id"": ""e7e1fc8b-a392-4762-aa9b-e930ee48f3cd"", ""provsql"": ""31560720-dfaf-45fb-a8cd-2ec417e56c88"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:20.84492-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000295, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
296,READ COMMITTED,A,1,1,,,1,
297,READ COMMITTED,A,1,1,,,1,
298,READ COMMITTED,A,1,1,,,1,
299,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=e5d18b16-c6a7-492f-bed6-3119a0a577cf, reason=kind_outranked -- payload={""value"": ""INFERRED_iter299"", ""writer"": ""kndb_native"", ""fact_id"": ""7d7474cf-01bf-4c6e-81a1-0689cdf83669"", ""provsql"": ""cd1e84d5-c9e1-4b8e-9858-c4321571610a"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:20.885607-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000299, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
300,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=1a424e64-4b46-4115-bdff-b8fcb96976ef, reason=kind_outranked -- payload={""value"": ""INFERRED_iter300"", ""writer"": ""kndb_native"", ""fact_id"": ""2dd8cb94-cb57-456f-bf82-42dacd8e483e"", ""provsql"": ""da4cc38f-2aca-4eea-8577-90046ea3d7f1"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:20.897311-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000300, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
301,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=8fdba711-68ad-4f0b-9969-8cf6815e945c, reason=kind_outranked -- payload={""value"": ""INFERRED_iter301"", ""writer"": ""kndb_native"", ""fact_id"": ""1f6809d8-936f-4705-b258-eabce9ad27b9"", ""provsql"": ""79fb96c5-644b-4965-803c-e8d482160fad"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:20.908415-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000301, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
302,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=8141fea8-58bd-459c-a43b-33c5c1a17319, reason=kind_outranked -- payload={""value"": ""INFERRED_iter302"", ""writer"": ""kndb_native"", ""fact_id"": ""f172485a-fd7a-4533-839b-14a22077166c"", ""provsql"": ""0e83c351-5a30-4bda-bc24-ab014691f975"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:20.91955-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000302, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
303,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=7ec061bf-1654-4e83-873d-6b1f5ff3cf5a, reason=kind_outranked -- payload={""value"": ""INFERRED_iter303"", ""writer"": ""kndb_native"", ""fact_id"": ""a215a496-2f01-432e-9c27-14ddc60e385e"", ""provsql"": ""d302a6ea-a00d-46c4-aa85-f97adcd374a6"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:20.930701-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000303, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
304,READ COMMITTED,A,1,1,,,1,
305,READ COMMITTED,A,1,1,,,1,
306,READ COMMITTED,A,1,1,,,1,
307,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=2d6913d8-2994-4643-8465-ed3e20ce5168, reason=kind_outranked -- payload={""value"": ""INFERRED_iter307"", ""writer"": ""kndb_native"", ""fact_id"": ""b1e4e894-2b99-47ea-acf1-74adaa2a30c0"", ""provsql"": ""b098cb83-6d39-44de-b56c-eefd506b6169"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:20.973548-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000307, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
308,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=858d48e8-a13c-4492-aa76-b0e77b194e7c, reason=kind_outranked -- payload={""value"": ""INFERRED_iter308"", ""writer"": ""kndb_native"", ""fact_id"": ""0b50d7d5-f79b-45d7-8bfb-f381d8ea286f"", ""provsql"": ""ff920daa-2428-4bb8-9e7b-739ac8e87585"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:20.983497-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000308, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
309,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=254cfd38-ea64-472e-b581-13f715cb71f6, reason=kind_outranked -- payload={""value"": ""INFERRED_iter309"", ""writer"": ""kndb_native"", ""fact_id"": ""5b082806-a853-473a-a62e-4e6a1ad286b3"", ""provsql"": ""f433d174-fcaa-4d5b-8611-41af07e97040"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:20.99191-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000309, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
310,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=08b3b420-837e-499f-b27b-964756ebb659, reason=kind_outranked -- payload={""value"": ""INFERRED_iter310"", ""writer"": ""kndb_native"", ""fact_id"": ""261fe4a6-e505-4fea-881d-f08c8ef9c1d7"", ""provsql"": ""924e63bd-abbe-46aa-b714-944034710155"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:21.000956-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000310, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
311,READ COMMITTED,A,1,1,,,1,
312,READ COMMITTED,A,1,1,,,1,
313,READ COMMITTED,A,1,1,,,1,
314,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=1a35cc1a-60bb-4163-a59f-9d4631cf0c4f, reason=kind_outranked -- payload={""value"": ""INFERRED_iter314"", ""writer"": ""kndb_native"", ""fact_id"": ""b64fbf5f-87c7-4fe3-8ce0-3ec48020a845"", ""provsql"": ""18cac121-feab-4d6e-bff2-d1a6cc67450b"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:21.038545-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000314, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
315,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=f0aac6a7-225a-4ab5-ad2b-5af443e9c9cb, reason=kind_outranked -- payload={""value"": ""INFERRED_iter315"", ""writer"": ""kndb_native"", ""fact_id"": ""9805f8d5-079c-4422-b851-6eaa02e24d65"", ""provsql"": ""3d42a802-d0e2-46bc-a555-9b6c7dc07ae4"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:21.048078-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000315, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
316,READ COMMITTED,A,1,1,,,1,
317,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=975c1d20-cee7-47d5-949c-bb0c9de13515, reason=kind_outranked -- payload={""value"": ""INFERRED_iter317"", ""writer"": ""kndb_native"", ""fact_id"": ""6faeead9-1593-4abb-9249-2030b1beee1c"", ""provsql"": ""917d675d-d290-4824-a4b7-61f207110070"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:21.066736-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000317, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
318,READ COMMITTED,A,1,1,,,1,
319,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=5fb73622-0579-437d-9cf7-60d6f6f15486, reason=kind_outranked -- payload={""value"": ""INFERRED_iter319"", ""writer"": ""kndb_native"", ""fact_id"": ""d1787949-13c2-463e-8dad-2575e223768d"", ""provsql"": ""41383567-8543-49a6-9bcf-92d872e582a0"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:21.083738-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000319, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
320,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=d21ea885-3d9a-4b2f-9856-459e892c91de, reason=kind_outranked -- payload={""value"": ""INFERRED_iter320"", ""writer"": ""kndb_native"", ""fact_id"": ""09d6354b-3c4d-47e1-a25c-24ea506e69e1"", ""provsql"": ""f585f3b8-a7b2-4442-9182-3deebe9055e3"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:21.091587-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000320, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
321,READ COMMITTED,B,0,1,"CheckViolation: KNDB precedence: NEW outranked by fact_id=31a803c8-e511-4b27-982c-aff1579721ef, reason=kind_outranked -- payload={""value"": ""INFERRED_iter321"", ""writer"": ""kndb_native"", ""fact_id"": ""7e5f1c43-8246-4106-94fb-cddbc3c49722"", ""provsql"": ""6c30f3bf-e15b-48fb-a5f6-30ac22ec175a"", ""sources"": [], ""sys_time"": ""[\""2026-07-09 02:38:21.100117-05\"",infinity)"", ""attribute"": ""s2_slot"", ""entity_id"": 32000321, ""confidence"": 0.97000, ""valid_time"": ""[\""2025-12-31 18:00:00-06\"",\""2026-06-29 19:00:00-05\"")"", ""specificity"": 100, ""epistemic_kind"": ""INFERRED""}
HINT:  Incoming fact lost the precedence lattice against an existing overlapping fact.
CONTEXT:  PL/pgSQL function kndb.resolve_conflict() line 91 at RAISE",,1,
